#{"t_start": 1767949727.790943, "env_id": "CustomHalfCheetah-source-v0"}
r,l,t
895.222626,1000,15.945118
1013.727379,1000,33.883562
1003.023055,1000,51.07328
1113.14073,1000,68.172762
1123.569079,1000,85.059421
1135.824897,1000,101.948085
1254.141112,1000,117.716401
1642.497053,1000,133.276632
1351.132452,1000,148.574985
1687.527864,1000,163.621431
1947.649206,1000,179.29123
1864.904653,1000,197.725436
1793.687652,1000,220.309862
1854.2407,1000,241.937495
2169.213546,1000,261.374869
1957.076067,1000,278.421882
1968.487975,1000,295.871073
2130.070087,1000,315.526589
1983.983161,1000,335.065137
1976.310369,1000,353.630305
2106.860984,1000,371.481687
1918.535266,1000,390.313082
1952.814797,1000,409.148482
2056.539921,1000,426.812754
2106.181555,1000,443.518615
2046.802671,1000,468.689489
1580.321796,1000,493.75497
2074.965438,1000,515.586717
2289.717455,1000,541.289332
2440.455264,1000,566.839942
2222.931957,1000,592.493643
2272.289223,1000,616.135328
2033.682118,1000,640.713147
2267.244032,1000,665.418184
2394.516559,1000,689.102842
3205.857806,1000,713.115923
3186.703888,1000,737.068159
2856.191977,1000,761.811911
3308.978096,1000,786.689355
3024.921215,1000,810.686985
2868.574874,1000,835.255922
3074.953072,1000,860.074412
3426.905056,1000,884.108654
3229.323417,1000,908.349485
3685.523877,1000,933.0318
3510.239911,1000,956.843139
3985.392943,1000,980.819444
3963.375637,1000,1004.020306
3962.455508,1000,1028.191724
4164.331797,1000,1053.116701
3889.695989,1000,1077.983769
3981.713657,1000,1104.218471
4024.274345,1000,1128.125642
4347.765736,1000,1153.68321
4063.12743,1000,1178.416836
4442.960477,1000,1204.693093
4491.181466,1000,1232.284158
4302.26102,1000,1261.699638
4687.726638,1000,1287.797671
4559.114435,1000,1308.637773
4561.51676,1000,1326.372135
4583.338349,1000,1352.01558
4619.268631,1000,1377.498204
4793.59205,1000,1403.377499
4668.829596,1000,1424.782208
4418.337072,1000,1439.887991
4937.229244,1000,1456.356511
4531.531279,1000,1474.311693
4534.309141,1000,1495.31716
4755.136367,1000,1518.231792
4873.845203,1000,1542.190064
4855.457581,1000,1559.725312
4729.381728,1000,1578.057547
5011.984893,1000,1598.468799
4848.94768,1000,1616.105232
4835.464878,1000,1635.517368
4730.831051,1000,1654.147264
4937.211314,1000,1670.977368
4770.049724,1000,1692.090268
4939.989535,1000,1713.0592
4940.992369,1000,1733.179288
4972.470073,1000,1750.20982
5131.549577,1000,1769.768379
5056.90915,1000,1794.294904
5053.278105,1000,1820.592353
5008.600154,1000,1846.909583
5202.490421,1000,1890.241645
4989.110036,1000,1936.693379
5132.639224,1000,1985.146536
5037.827484,1000,2030.542626
4858.818532,1000,2075.400917
5196.74344,1000,2120.610574
5076.411713,1000,2166.359146
4839.560249,1000,2578.029775
5120.413958,1000,2624.443544
5077.999974,1000,2670.671018
5206.507474,1000,2716.766112
5074.901796,1000,2762.883184
5053.648913,1000,2809.003673
5365.684678,1000,2855.613243
5232.455497,1000,2901.446353
4891.736504,1000,2948.456233
5105.089492,1000,2994.421987
5232.555552,1000,3040.03868
5294.067396,1000,3085.868155
5292.257273,1000,3132.335519
5487.654341,1000,3181.825447
5231.271468,1000,3229.15768
